timestamp,src_ip,dst_ip,src_port,dst_port,protocol,duration,total_packets,total_bytes,avg_packet_size,packet_rate,bytes_per_second,tcp_flags,inter_arrival_time,device_type,label
2025-06-24 02:22:37.966140,172.16.0.80,192.168.100.219,63407,45098,ICMP,194.8767346890603,203913.0,74079046,363.2875098694051,1046.3691334184027,380132.8368837788,0,0.0008778972284101315,attack_volumetrico,1
2025-06-23 18:11:55.948098,172.16.0.195,192.168.100.116,21516,80,TCP,306.7773385987299,242045.0,10030839,41.442041769092526,788.9924370085206,32697.457530005213,2,0.0012864162159195896,attack_protocolo_tcp_syn,1
2025-06-23 09:11:42.954856,172.16.0.222,192.168.100.41,28128,8080,TCP,835.2378178613203,159756.0,73073271,457.4054871178547,191.27007492197302,87487.98179075365,255,0.005339459625817067,attack_aplicacion_http,1
2025-06-24 08:11:05.965923,172.16.0.161,192.168.100.37,27537,80,TCP,319.0802784552616,64632.0,36946593,571.6455161529892,202.55717562018515,115790.90120789243,6,0.004961836705413227,attack_aplicacion_http,1
2025-06-24 03:58:36.896999,192.168.100.228,192.168.100.205,8080,554,TCP,0.0,97.0,75417,777.4948453608248,970.0,754170.0,18,0.03775159236751338,camara_ip,0
2025-06-24 06:27:11.915375,192.168.100.54,192.168.100.94,2404,13843,TCP,69.82295701106126,2001.0,634865,317.27386306846574,28.658196181565387,9092.496611099205,16,0.043673481718069174,controlador_plc,0
2025-06-23 18:02:13.963245,172.16.0.26,192.168.100.73,18191,8080,TCP,294.7922940384479,55195.0,26995056,489.08517075822084,187.2335237935401,91573.13995622697,3,0.005549127891474319,attack_aplicacion_http,1
2025-06-23 11:30:31.917635,192.168.100.94,192.168.100.106,443,55570,TCP,37.73697999996984,785.0,469041,597.5044585987262,20.80187656777589,12429.21399646646,17,0.05167529732242706,camara_ip,0
2025-06-24 08:12:24.966076,172.16.0.37,192.168.100.172,16719,22,TCP,510.77122287592414,272936.0,12465629,45.67235176011959,534.3605664845791,24405.503759220464,2,0.0019054861055754664,attack_protocolo_tcp_syn,1
2025-06-23 10:38:20.894876,192.168.100.214,192.168.100.119,502,1883,UDP,10.30968771312418,40.0,4782,119.55,3.879845938406088,463.8355819364478,0,0.35778825905786615,sensor_temperatura,0
2025-06-23 12:26:26.955388,172.16.0.208,192.168.100.56,45596,443,TCP,868.8794237957289,126510.0,31248139,247.00133586277764,145.6013303288238,35963.72309461704,3,0.006702885619574653,attack_aplicacion_http,1
2025-06-23 14:56:37.945262,172.16.0.217,192.168.100.168,59664,443,TCP,592.8313356155687,444555.0,27078430,60.911315810192214,749.8844499142317,45676.448549878034,2,0.0013441678357522554,attack_protocolo_tcp_syn,1
2025-06-23 12:48:13.959122,172.16.0.236,192.168.100.142,49531,46535,TCP,75.07008647568573,51293.0,13619928,265.53190493829567,683.2681619011212,181429.49661329252,0,0.001256842501854967,attack_volumetrico,1
2025-06-24 05:04:25.882599,192.168.100.48,192.168.100.68,44818,502,TCP,34.443875660995,612.0,113852,186.03267973856208,17.768035340257665,3305.4352280376074,25,0.06140645934797448,controlador_plc,0
2025-06-24 03:38:30.900179,192.168.100.158,192.168.100.125,1883,55071,UDP,0.0,23.0,2080,90.43478260869566,230.0,20800.0,0,0.14932218529433855,sensor_temperatura,0
2025-06-23 18:10:29.915244,192.168.100.95,192.168.100.48,80,554,TCP,40.15620291622011,913.0,802020,878.4446878422782,22.73621342896482,19972.505908322415,16,0.03767714265109914,camara_ip,0
2025-06-23 12:59:16.917649,192.168.100.230,192.168.100.132,2404,60857,TCP,61.708445473964524,1302.0,558360,428.8479262672811,21.099218915656014,9048.356277838473,18,0.04295597316486644,controlador_plc,0
2025-06-23 17:36:37.955906,172.16.0.38,192.168.100.197,10121,80,TCP,557.1774405153695,569680.0,40299498,70.74058769835698,1022.4390985267926,72327.94271556361,2,0.0010166167981547822,attack_protocolo_tcp_syn,1
2025-06-24 03:09:01.905517,192.168.100.234,192.168.100.245,1883,38819,TCP,51.02338674167799,425.0,106079,249.59764705882353,8.329513721848704,2079.02702611762,16,0.10034824351916788,sensor_temperatura,0
2025-06-24 03:48:12.939006,172.16.0.162,192.168.100.82,52991,53995,ICMP,122.29616940891461,120719.0,112873866,935.0132622039613,987.103689211711,922955.040583407,0,0.0009020906409403257,attack_volumetrico,1
2025-06-23 21:45:54.882091,192.168.100.153,192.168.100.101,2404,44818,TCP,0.0,253.0,111440,440.47430830039525,2530.0,1114400.0,25,0.05764601266710306,controlador_plc,0
2025-06-24 04:06:21.910413,192.168.100.125,192.168.100.89,1883,47452,TCP,37.1024974425003,948.0,493166,520.217299578059,25.550840653494166,13291.989326710025,17,0.0391035924443397,gateway_iot,0
2025-06-23 23:07:29.945507,172.16.0.187,192.168.100.66,5317,443,TCP,766.4365653431079,197753.0,228044859,1153.1802753940522,258.01613459226417,297539.11714521603,2,0.003942148866772376,attack_aplicacion_http,1
2025-06-23 10:39:25.938748,172.16.0.69,192.168.100.224,27863,80,TCP,107.89563607507382,92030.0,4669778,50.7419102466587,852.9538667899923,43280.50855319826,2,0.0011406363393432447,attack_protocolo_tcp_syn,1
2025-06-24 07:35:23.880502,192.168.100.222,10.0.0.198,44818,2404,TCP,65.30308598647034,921.0,416260,451.9652551574376,14.103468252492926,6374.277627342785,18,0.05379131295278415,controlador_plc,0
2025-06-24 05:28:56.956115,172.16.0.251,192.168.100.106,46536,502,TCP,306.4636677386222,191515.0,11284329,58.92138474793097,624.9191018732439,36821.09883780487,2,0.0016478028991801083,attack_protocolo_tcp_syn,1
2025-06-24 01:26:55.891327,192.168.100.65,192.168.100.70,5683,8883,UDP,15.765338058104676,7.0,4328,618.2857142857143,0.4440120455521362,274.52630473566364,0,0.07762349181066677,gateway_iot,0
2025-06-23 18:56:32.962160,172.16.0.246,192.168.100.233,23956,443,TCP,812.0805318219797,100725.0,35439796,351.84706875155126,124.03326524034989,43640.740802500775,255,0.008004082199496769,attack_aplicacion_http,1
2025-06-23 11:52:27.880533,192.168.100.104,192.168.100.142,502,2404,TCP,35.237255093155554,322.0,152846,474.6770186335404,9.138055706914155,4337.62503906522,24,0.05391893929680669,controlador_plc,0
2025-06-23 10:29:09.916697,192.168.100.141,10.0.0.171,1883,31007,TCP,0.0,52.0,4551,87.51923076923077,520.0,45510.0,18,0.12665733549477942,sensor_temperatura,0
2025-06-24 00:08:31.906459,192.168.100.2,192.168.100.176,554,28166,TCP,44.241175229571574,1312.0,1366809,1041.7751524390244,29.655631732021355,30894.500268302116,25,0.027915873794869404,camara_ip,0
2025-06-24 00:54:09.893372,192.168.100.17,192.168.100.57,8080,27894,UDP,18.809351333605708,173.0,26330,152.19653179190752,9.19755269236264,1399.8356207509153,0,0.10464900816208564,sensor_temperatura,0
2025-06-24 00:29:18.897405,192.168.100.113,192.168.100.9,44818,502,TCP,86.38098256376159,1397.0,541187,387.39226914817465,16.172541206842755,6265.1174360111745,25,0.057612493756228254,controlador_plc,0
2025-06-24 00:37:00.908547,192.168.100.194,10.0.0.76,8883,27556,UDP,13.141811099733166,236.0,140615,595.8262711864406,17.95795101672035,10699.818992441238,0,0.026062800173514804,gateway_iot,0
2025-06-23 13:31:51.955639,172.16.0.194,192.168.100.36,36375,23282,UDP,227.48904282878726,299585.0,84899217,283.38941201996096,1316.9205702160941,373201.34607053065,0,0.0008086307501689367,attack_volumetrico,1
2025-06-24 05:04:34.917975,192.168.100.241,192.168.100.16,5683,1883,UDP,30.83322833761751,1175.0,536802,456.8527659574468,38.10823787681237,17409.85387978607,0,0.026683826226940145,gateway_iot,0
2025-06-23 22:23:29.954667,172.16.0.163,192.168.100.68,20628,8080,TCP,249.07662540901723,24697.0,16357337,662.3208081953273,99.15422597140223,65671.90708136125,3,0.009432438355560183,attack_aplicacion_http,1
2025-06-24 08:24:18.903249,192.168.100.74,192.168.100.139,2404,13652,TCP,56.3682584818986,411.0,105487,256.65936739659367,7.291337555372292,1871.3900844368782,25,0.10133645970986578,controlador_plc,0
2025-06-24 00:32:22.953503,172.16.0.164,192.168.100.101,53920,22,TCP,589.481258146625,312231.0,19197976,61.48645073679423,529.6707837356502,32567.576550881247,2,0.0018850609254395193,attack_protocolo_tcp_syn,1
2025-06-23 12:47:11.903327,192.168.100.132,192.168.100.132,502,44818,TCP,36.17249210227125,460.0,124214,270.0304347826087,12.71684568205675,3433.935368589124,16,0.0476529457958694,controlador_plc,0
2025-06-23 12:08:53.964360,172.16.0.133,192.168.100.29,53127,80,TCP,453.6902454203555,337895.0,17259522,51.07954246141553,744.7702555009348,38042.523889859294,2,0.0013190994190754271,attack_protocolo_tcp_syn,1
2025-06-24 08:21:39.899187,192.168.100.112,10.0.0.144,1883,2831,UDP,4.766374449066181,33.24357643427223,4012,120.68496925811681,6.974604448205962,841.7299234192614,0,0.5160501828375375,sensor_temperatura,0
2025-06-23 09:36:01.899552,192.168.100.88,192.168.100.6,554,554,UDP,16.66870210789418,1104.0,1570008,1422.108695652174,66.23191133022608,94188.97703237826,0,0.021848454438772705,camara_ip,0
2025-06-23 23:13:35.888960,192.168.100.183,192.168.100.76,1883,46576,TCP,15.481234184893133,154.0,73998,480.5064935064935,9.947527319900372,4779.851471545375,17,0.06946478121957958,gateway_iot,0
2025-06-24 05:39:03.953674,172.16.0.234,192.168.100.100,4725,41389,UDP,209.66691898292459,362030.0,297337230,821.3054995442367,1726.6910858240062,1418140.8848012658,0,0.0005998491831097151,attack_volumetrico,1
2025-06-24 07:55:24.942020,172.16.0.227,192.168.100.103,57558,8080,TCP,621.9837261104061,96404.0,127349269,1320.9956951993693,154.99440894195948,204746.9469922991,2,0.006249431601325125,attack_aplicacion_http,1
2025-06-23 12:55:33.881041,192.168.100.151,10.0.0.223,443,443,TCP,46.53797366047427,1044.0,1549525,1484.2193486590038,22.43329302682322,33295.927564548125,16,0.04047825936286298,camara_ip,0
2025-06-23 21:04:54.889889,192.168.100.148,192.168.100.51,1883,8883,TCP,22.919055695765387,1115.0,397236,356.2654708520179,48.64947381780706,17332.12769640395,17,0.027746252660176773,gateway_iot,0
2025-06-23 16:09:15.955032,172.16.0.37,192.168.100.82,33133,443,TCP,882.3724661621247,152473.0,63927156,419.2686967528677,172.79890958427188,72449.1736217143,2,0.005824395399776437,attack_aplicacion_http,1
2025-06-23 12:18:36.900732,192.168.100.83,10.0.0.114,1883,20860,TCP,0.9671933484629651,54.0,11757,217.72222222222223,55.831649468862864,12155.790792692975,17,0.23329210350352514,sensor_temperatura,0
2025-06-23 15:57:56.964997,172.16.0.187,192.168.100.158,51075,443,TCP,566.9022766074579,393835.0,30384733,77.15092107100689,694.7140913895192,53597.83203170906,2,0.0014312632312996822,attack_protocolo_tcp_syn,1
2025-06-24 05:26:26.942994,172.16.0.5,192.168.100.54,31802,22,TCP,358.63484830568143,100105.0,7281987,72.74348933619699,279.1279220994045,20304.739024672857,2,0.003543882409800843,attack_protocolo_tcp_syn,1
2025-06-23 16:00:54.902092,192.168.100.138,192.168.100.45,8080,8080,UDP,20.621416864648328,107.0,11519,107.65420560747664,5.188780223119976,558.5940129917665,0,0.19173014326654955,sensor_temperatura,0
2025-06-24 05:41:04.937361,172.16.0.155,192.168.100.246,28520,502,TCP,142.16299672873643,49193.0,3761359,76.46126481409956,346.0323792545396,26458.073384434287,2,0.0027410281862622187,attack_protocolo_tcp_syn,1
2025-06-23 18:21:18.886119,192.168.100.60,10.0.0.135,80,554,TCP,82.11379848323294,1612.0,2194562,1361.3908188585608,19.631292544932737,26725.86143299794,17,0.047587548990859506,camara_ip,0
2025-06-23 10:56:01.907224,192.168.100.236,10.0.0.107,502,8080,UDP,13.662074512057794,22.0,1519,69.04545454545455,1.6102971756290283,111.1837004445679,0,0.4930755084208609,sensor_temperatura,0
2025-06-23 17:27:34.902223,192.168.100.92,10.0.0.210,502,64221,UDP,15.020856177161802,32.0,8058,251.8125,2.130371239999877,536.4541078724691,0,0.15296449773265952,sensor_temperatura,0
2025-06-23 18:32:00.902463,192.168.100.232,10.0.0.223,502,36480,TCP,111.33452363228206,807.139093974857,160931,199.38446941960802,7.249674832585556,1445.4725699597566,18,0.14480293781610967,sensor_temperatura,0
2025-06-24 02:48:43.954978,172.16.0.79,192.168.100.173,51881,22996,ICMP,86.31261385968685,149129.0,122345842,820.4027519798295,1727.7775904507992,1417473.4900149144,0,0.00050985355673811,attack_volumetrico,1
2025-06-23 18:49:41.887391,192.168.100.163,192.168.100.92,1883,1883,UDP,84.57493125662921,1310.0,1180926,901.4702290076336,15.489223349469984,13963.073719997092,0,0.06323163971885062,gateway_iot,0
2025-06-23 23:17:05.945856,172.16.0.232,192.168.100.102,60609,55639,ICMP,205.06462326932487,188706.0,134294717,711.6610865579261,920.2269849937012,654889.7360205417,0,0.0009823883428978829,attack_volumetrico,1
2025-06-23 12:21:47.957421,172.16.0.26,192.168.100.217,8100,8080,TCP,896.4122407072404,377960.0,198675387,525.6518864430099,421.6363664353822,221633.9514097348,255,0.0023111110436309277,attack_aplicacion_http,1
2025-06-23 22:11:55.895315,192.168.100.28,10.0.0.171,80,80,TCP,99.60590368693124,4285.0,4482138,1046.0065344224038,43.019538414791896,44998.71828970793,17,0.023153608618083587,camara_ip,0
2025-06-23 21:33:31.960452,172.16.0.217,192.168.100.228,51376,58860,UDP,45.430786103027074,68662.0,27447206,399.7437592846116,1511.3539933975526,604154.3269305476,0,0.0006740221265501447,attack_volumetrico,1
2025-06-24 03:26:03.887225,192.168.100.203,192.168.100.122,502,502,TCP,0.0,60.0,22326,372.1,600.0,223260.0,2,0.09618194049734567,controlador_plc,0
2025-06-23 14:09:06.937584,172.16.0.138,192.168.100.239,2107,80,TCP,429.72310560348234,296385.0,12894402,43.50558226630903,689.7115750473116,30006.303668246383,2,0.001418820744614659,attack_protocolo_tcp_syn,1
2025-06-23 15:30:58.909525,192.168.100.132,192.168.100.95,44818,5788,TCP,4.0659340864585936,565.0,236331,418.2849557522124,138.95945875800263,58124.65105794251,24,0.04245300391068734,controlador_plc,0
2025-06-24 01:36:12.940700,172.16.0.42,192.168.100.43,50069,57133,ICMP,254.57778189460012,250568.0,99848717,398.4894998563264,984.2492857595081,392213.0056162529,0,0.0010600625464557466,attack_volumetrico,1
2025-06-23 20:36:07.904107,192.168.100.85,10.0.0.23,443,34777,UDP,0.0,386.0,355407,920.7435233160621,3860.0,3554070.0,0,0.035712576504140045,camara_ip,0
2025-06-23 10:19:32.905283,192.168.100.99,192.168.100.152,44818,12652,TCP,13.110883025969605,102.0,14469,141.85294117647058,7.779796356809969,1103.5869949674848,2,0.12671209476482226,controlador_plc,0
2025-06-23 09:36:03.903055,192.168.100.250,192.168.100.229,44818,2404,TCP,66.96355995861948,1331.0,368023,276.50112697220135,19.87648208701119,5495.869697301367,24,0.053286217862224185,controlador_plc,0
2025-06-24 03:34:14.960116,172.16.0.79,192.168.100.158,1938,1506,UDP,153.06495047241197,155903.0,226552722,1453.1646087631411,1018.5414722235811,1480108.419992814,0,0.0008928747896122237,attack_volumetrico,1
2025-06-23 15:17:21.952480,172.16.0.243,192.168.100.67,40881,80,TCP,118.82133290971636,47067.0,2569755,54.59780738096756,396.11573820471085,21627.050775070573,2,0.002261031777787161,attack_protocolo_tcp_syn,1
2025-06-23 09:44:01.950452,172.16.0.35,192.168.100.72,42938,80,TCP,251.93789208228344,89373.0,5790850,64.7941772123572,354.7421916621045,22985.228431254385,2,0.0027606945311607093,attack_protocolo_tcp_syn,1
2025-06-24 06:50:11.953528,172.16.0.97,192.168.100.92,53827,80,TCP,474.6147543275767,102977.0,90606582,879.8720296765297,216.969656044291,190905.53164190886,0,0.004604657060021993,attack_aplicacion_http,1
2025-06-23 13:15:28.961640,172.16.0.41,192.168.100.26,46577,64060,UDP,105.43817914509602,175583.0,251961555,1434.9997152343906,1665.2696530198612,2389661.477871973,0,0.000585316123048329,attack_volumetrico,1
2025-06-24 06:25:13.888007,192.168.100.244,10.0.0.128,1883,5683,UDP,52.50962805749459,831.0,828668,997.1937424789411,15.825669134241624,15781.258231207867,0,0.05259729265713526,gateway_iot,0
2025-06-23 23:25:41.904174,192.168.100.52,192.168.100.18,44818,45559,TCP,46.99930073823491,281.0,71697,255.14946619217082,5.978812356486841,1525.4907812207725,16,0.06222476501922542,controlador_plc,0
2025-06-23 19:22:36.909014,192.168.100.99,10.0.0.235,1883,1883,UDP,20.517495996839784,644.0,626039,972.110248447205,31.387845773148555,30512.446552757992,0,0.029034067791493437,gateway_iot,0
2025-06-24 07:03:59.961323,172.16.0.250,192.168.100.116,53399,14295,UDP,56.83374960153504,23945.0,8736533,364.8583420338275,421.31656221663866,153720.86236175473,0,0.0018213850944931657,attack_volumetrico,1
2025-06-24 02:49:10.952814,172.16.0.103,192.168.100.49,47484,19117,UDP,115.16368599242644,142186.0,180464940,1269.217363172183,1234.6426633943502,1567029.9056932582,0,0.0008893611551341864,attack_volumetrico,1
2025-06-24 07:34:38.951067,172.16.0.3,192.168.100.102,8077,14138,TCP,118.73258083053993,160448.0,180182061,1122.9934994515356,1351.3392775399875,1517545.2242309407,6,0.0007172174697166698,attack_volumetrico,1
2025-06-24 06:39:52.949188,172.16.0.155,192.168.100.23,64323,443,TCP,572.2242973136156,201375.0,9762355,48.47848541278709,351.9161995486424,17060.36434634233,2,0.0028591143940182415,attack_protocolo_tcp_syn,1
2025-06-23 16:15:07.885855,192.168.100.175,192.168.100.127,1883,3872,TCP,16.31750690774479,1.0,240,240.0,0.0612838717123735,14.70812921096964,24,0.702897851751154,sensor_temperatura,0
2025-06-24 00:29:37.935419,172.16.0.149,192.168.100.37,49995,17083,UDP,106.20786168288738,56781.0,44832434,789.5675313925433,534.6214404498153,422119.73096548626,0,0.0018971793277939451,attack_volumetrico,1
2025-06-24 07:06:05.917314,192.168.100.191,192.168.100.140,1883,1883,UDP,2.970610302735702,370.0,325109,878.672972972973,124.55353018174705,109441.8206590746,0,0.02976784202863427,gateway_iot,0
2025-06-23 13:27:09.954459,172.16.0.172,192.168.100.73,45860,13707,UDP,128.35467441186898,153533.0,106437339,693.2538216539766,1196.1621242350545,829243.9639436904,0,0.0008865095618424365,attack_volumetrico,1
2025-06-23 18:49:53.946816,172.16.0.21,192.168.100.67,51851,443,TCP,417.5498283002181,194364.0,11520738,59.27403222819041,465.48695946355986,27591.289037045408,2,0.0020970212765964143,attack_protocolo_tcp_syn,1
2025-06-23 13:09:22.896385,192.168.100.31,192.168.100.108,5683,1883,TCP,106.6902954323218,2774.0,1684904,607.3914924297044,26.000490379742796,15792.47665565615,2,0.041824350300452354,gateway_iot,0
2025-06-23 13:56:07.894140,192.168.100.241,192.168.100.147,554,80,UDP,18.656359530454548,155.0,108207,698.1096774193549,8.308158928164886,5800.006149289921,0,0.037723679982138776,camara_ip,0
2025-06-24 01:43:02.952967,172.16.0.194,192.168.100.141,4620,56747,ICMP,312.0383172505397,534221.0,304064546,569.1737052643007,1712.0365367534876,974446.1791718437,0,0.0005520351110099756,attack_volumetrico,1
2025-06-23 22:15:49.960896,172.16.0.142,192.168.100.6,30736,1359,ICMP,108.84584738033776,109174.0,33495871,306.81179584882847,1003.0148382098179,307736.7837741763,0,0.0008299004935560299,attack_volumetrico,1
2025-06-23 13:41:14.897668,192.168.100.66,192.168.100.151,8080,502,UDP,51.73012251731226,201.0,22506,111.97014925373135,3.885550434038356,435.06566203217534,0,0.20748033047162734,sensor_temperatura,0
2025-06-23 13:19:24.938626,172.16.0.89,192.168.100.23,14146,80,TCP,283.21172493956067,106377.0,46386337,436.0560741513673,375.6094491592874,163786.78181455645,0,0.0026719536887672944,attack_aplicacion_http,1
2025-06-23 20:25:26.946210,172.16.0.242,192.168.100.48,2724,80,TCP,271.2417795082855,142302.0,7939481,55.79317929473936,524.6315676661942,29270.863118480152,2,0.0019710410564437305,attack_protocolo_tcp_syn,1
2025-06-24 01:50:33.910632,192.168.100.72,192.168.100.84,2404,2404,TCP,0.0,107.0,32073,299.74766355140184,1070.0,320730.0,18,0.0465388294783867,controlador_plc,0
2025-06-23 15:19:10.888493,192.168.100.109,192.168.100.84,8883,8711,TCP,47.5184836950307,1333.0,727516,545.7734433608402,28.05224191401124,15310.168663401202,17,0.03730737170313418,gateway_iot,0
2025-06-23 15:13:43.958247,172.16.0.167,192.168.100.129,32684,502,TCP,86.54561487537278,66617.0,5002906,75.09953915667172,769.7328177277343,57806.57988511924,2,0.0015220848696262527,attack_protocolo_tcp_syn,1
2025-06-23 13:59:19.910963,192.168.100.91,10.0.0.109,44818,10571,TCP,6.487665788928858,150.0,56906,379.37333333333333,23.12079642819666,8771.413610286394,18,0.04496746458817099,controlador_plc,0
2025-06-24 05:25:27.951692,172.16.0.244,192.168.100.254,7501,443,TCP,546.6060585130447,226886.0,147768081,651.2877876995495,415.0813853348195,270337.43716997886,2,0.0024300421329756725,attack_aplicacion_http,1
2025-06-23 17:09:50.885874,192.168.100.2,192.168.100.86,502,53955,TCP,20.04872896209035,627.0,134580,214.64114832535884,31.273803001954832,6712.64498884064,25,0.04031397670774268,controlador_plc,0
2025-06-24 01:50:04.897697,192.168.100.63,192.168.100.66,554,28006,UDP,73.97020375671221,2273.0,1650151,725.9793224813022,30.728589142134723,22308.320326213267,0,0.03750377877415878,camara_ip,0
2025-06-23 23:01:54.911123,192.168.100.234,192.168.100.143,502,2404,TCP,33.248029035054905,745.0,188650,253.2214765100671,22.40734328084569,5674.0205502436775,2,0.045443067637707245,controlador_plc,0
2025-06-24 07:58:26.949096,172.16.0.206,192.168.100.126,5447,10653,ICMP,92.46567124874933,81974.0,16060980,195.9277331836924,886.534417508041,173696.6788116756,0,0.0010410465228974876,attack_volumetrico,1
2025-06-23 19:10:52.912238,192.168.100.123,192.168.100.71,502,25315,TCP,6.013072566580695,11.0,3712,337.45454545454544,1.829347621902241,617.3216702273744,18,0.1085255365500723,controlador_plc,0
2025-06-23 10:30:30.953589,172.16.0.125,192.168.100.110,22799,80,TCP,545.0523629641589,225551.0,17251711,76.4869630371845,413.8152869815769,31651.474559581762,2,0.0024352022594109975,attack_protocolo_tcp_syn,1
2025-06-23 19:19:55.941358,172.16.0.209,192.168.100.37,1943,61065,TCP,263.4854893859573,379136.04425371496,437876363,1154.9320346523857,1438.9257075874532,1661861.3951776011,0,0.0006473332297643505,attack_volumetrico,1
2025-06-23 11:31:43.905609,192.168.100.198,192.168.100.21,5683,25089,TCP,0.45470079550515763,88.0,27978,317.9318181818182,193.53385978187018,61530.57192019504,17,0.08248582159155009,gateway_iot,0
2025-06-23 17:54:06.915786,192.168.100.84,192.168.100.27,8080,554,UDP,51.2414815989737,1667.0,2373848,1424.02399520096,32.53223653926096,46326.68544946103,0,0.03813141342264676,camara_ip,0
2025-06-23 13:06:16.905977,192.168.100.70,192.168.100.106,2404,44818,TCP,30.26858658380049,291.0,86257,296.41580756013747,9.613927600958444,2849.7201136627923,18,0.08856084944572054,controlador_plc,0
2025-06-23 11:02:43.911201,192.168.100.205,192.168.100.142,443,80,UDP,0.0,176.0,255423,1451.2670454545455,1760.0,2554230.0,0,0.04507436879003314,camara_ip,0
2025-06-24 02:01:57.961061,172.16.0.89,192.168.100.107,58604,18650,TCP,117.22517232416504,143096.0,73014651,510.2494199698105,1220.6934497335935,622858.1246875131,3,0.0008075432880178973,attack_volumetrico,1
2025-06-23 13:47:22.889220,192.168.100.13,192.168.100.103,1883,8883,TCP,10.853590386927687,208.0,81218,390.47115384615387,19.164165274794225,7483.0537273472955,24,0.07821326781949275,gateway_iot,0
2025-06-23 19:29:08.943395,172.16.0.227,192.168.100.75,53038,80,TCP,322.333580102655,101694.0,146077578,1436.4424449820049,315.49303664735476,453187.58893652353,255,0.0033289410705146408,attack_aplicacion_http,1
2025-06-23 14:32:05.903941,192.168.100.11,192.168.100.242,554,80,TCP,4.504899258202939,61.0,71986,1180.0983606557377,13.54081334647507,15979.491632120564,17,0.03151589873045439,camara_ip,0
2025-06-23 23:38:53.884007,192.168.100.199,10.0.0.189,8883,26855,TCP,41.00979088468847,730.0,440070,602.8356164383562,17.800627222231334,10730.852084503209,2,0.03903280954595953,gateway_iot,0
